COMMENT,,TCV_2015A,"All TCV_2015A Alarm(s) Reset",,"TCV_2015A.ALM_ACK[31]"
COMMENT,,TCV_2015A,"Delay Off Timer for Device Logic",,"TCV_2015A.TMR_OFF"
COMMENT,,TCV_2015A,"Delay On timer for device logic",,"TCV_2015A.TMR_ON"
COMMENT,,TCV_2015A,"Discrete Speed SP for AS1",,"TCV_2015A.SP_AS1"
COMMENT,,TCV_2015A,"Discrete Speed SP for AS2",,"TCV_2015A.SP_AS2"
COMMENT,,TCV_2015A,"Discrete Speed SP for AS3",,"TCV_2015A.SP_AS3"
COMMENT,,TCV_2015A,"Discrete Speed SP for AS4",,"TCV_2015A.SP_AS4"
COMMENT,,TCV_2015A,"Discrete Speed SP for AS5. RESERVED",,"TCV_2015A.SP_AS5"
COMMENT,,TCV_2015A,"BIT used to ensure conditions are $'OK$' to allow the device to energize",,"TCV_2015A.ENERGIZE_PERM"
COMMENT,,TCV_2015A,"BIT to override the Device$'s Energize_Permissive",,"TCV_2015A.PERM_OVERRIDE01"
COMMENT,,TCV_2015A,"Highest # Element used in the Mode Arrays",,"TCV_2015A.MODE_INDEX_HLIM"
COMMENT,,TCV_2015A,"Lowest # Element used in the Mode Arrays",,"TCV_2015A.MODE_INDEX_LLIM"
COMMENT,,TCV_2015A,"HMI or Logic Request to put Device into Discrete Speed Mode",,"TCV_2015A.AS_ENABLE_REQUEST"
COMMENT,,TCV_2015A,"1 = AS1 is Enabled, the device will be controlled at AS1 setpoint",,"TCV_2015A.AS1_ENABLED"
COMMENT,,TCV_2015A,"1 = AS2 is Enabled, the device will be controlled at AS2 setpoint",,"TCV_2015A.AS2_ENABLED"
COMMENT,,TCV_2015A,"1 = AS3 is Enabled, the device will be controlled at AS3 setpoint",,"TCV_2015A.AS3_ENABLED"
COMMENT,,TCV_2015A,"1 = AS4 is Enabled, the device will be controlled at AS4 setpoint",,"TCV_2015A.AS4_ENABLED"
COMMENT,,TCV_2015A,"1 = AS5 is Enabled, the device will be controlled at AS5 setpoint: RESERVED for Config Loadin",,"TCV_2015A.AS5_ENABLED"
COMMENT,,TCV_2015A,"Request to Enable AS1",,"TCV_2015A.AS1_REQUEST"
COMMENT,,TCV_2015A,"Request to Enable AS2",,"TCV_2015A.AS2_REQUEST"
COMMENT,,TCV_2015A,"Request to Enable AS3",,"TCV_2015A.AS3_REQUEST"
COMMENT,,TCV_2015A,"Request to Enable AS4",,"TCV_2015A.AS4_REQUEST"
COMMENT,,TCV_2015A,"Request to Enable AS5.  AS5 is RESERVED for Config Loading bumpless transfer",,"TCV_2015A.AS5_REQUEST"
COMMENT,,TCV_2015A,"Comment about this <deviceName>",,"TCV_2015A.COMMENT"
COMMENT,,TCV_2015A,"BITs to be used for ONS or other logic",,"TCV_2015A.ONS"
COMMENT,,TCV_2015A,"Device Logic Routine Line 27",,"TCV_2015A.ONS.3"
COMMENT,,TCV_2015A,"AS Enabled Speed MOV to Current_CVOut T",,"TCV_2015A.ONS.30"
COMMENT,,TCV_2015A,"Only high for a single scan (same as ONS)",,"TCV_2015A.ONS.31"
COMMENT,,TCV_2015A,"High BIT sets PID$'s current mode: [0] = OFF, [1] = Auto, [2] = Manual, [3] = SWM, [4] = AS Enabled, [5] = Disabled",,"TCV_2015A.MODE_INDEX"
COMMENT,,TCV_2015A,"PID in Off MODE[0], when high",,"TCV_2015A.MODE_INDEX[0]"
COMMENT,,TCV_2015A,"PID in Auto MODE[1], when high",,"TCV_2015A.MODE_INDEX[1]"
COMMENT,,TCV_2015A,"PID in Manual MODE[2], when high",,"TCV_2015A.MODE_INDEX[2]"
COMMENT,,TCV_2015A,"PID in SWM MODE[3], when high",,"TCV_2015A.MODE_INDEX[3]"
COMMENT,,TCV_2015A,"PID in AS_Enabled MODE[4], when high",,"TCV_2015A.MODE_INDEX[4]"
COMMENT,,TCV_2015A,"PID is disabled MODE[5], when high",,"TCV_2015A.MODE_INDEX[5]"
COMMENT,,TCV_2015A,"PID$'s Mode  = $'Off$'.  When in Off mode the Devices energize permissive = 0",,"TCV_2015A.MODE_OFF"
COMMENT,,TCV_2015A,"Permissive to put TCV_2015B.PID into $'Manual$' mode.",,"TCV_2015A.MODE_AUTO"
COMMENT,,TCV_2015A,"PID$'s mode is $'Manual$', PID.MO = 1, PID.OUT = PID.TIE",,"TCV_2015A.MODE_MAN"
COMMENT,,TCV_2015A,"PID$'s mode is $'Software Manual$', PID.SWM = 1, PID.OUT = PID.SO",,"TCV_2015A.MODE_SWM"
COMMENT,,TCV_2015A,"PID is in AS Enabled MODE[4], when high",,"TCV_2015A.MODE_AS_ENABLED"
COMMENT,,TCV_2015A,"When  MODE[5]: Disabled, all access to the PID is disabled",,"TCV_2015A.MODE_DISABLED"
COMMENT,,TCV_2015A,"Each element defines a device state: [0] = $'deEenergized$', [1] = $'energized$Q, [2] = $'disabled$', [3] = $'MajorFault$', [4] - [9] = $'faultState$', [10] = Loding PID Configuration, [11] - [15] currently undefined.",,"TCV_2015A.STATE_BOOLS"
COMMENT,,TCV_2015A,"Device State = DeEnergized",,"TCV_2015A.STATE_BOOLS[0]"
COMMENT,,TCV_2015A,"Device State = Energized",,"TCV_2015A.STATE_BOOLS[1]"
COMMENT,,TCV_2015A,"Used to assistt with general device logic: = ALM[2] permissive",,"TCV_2015A.STATE_BOOLS[2]"
COMMENT,,TCV_2015A,"Tied to STATE_Index[0]: 1 = Device$'s current state is deenergized",,"TCV_2015A.STATE_DENERGIZED"
COMMENT,,TCV_2015A,"Tied to STATE_Index[1]: 1 = Device$'s current state is energized",,"TCV_2015A.STATE_ENERGIZED"
COMMENT,,TCV_2015A,"Tied to STATE_Index[2]: 1 = Device is Disabled",,"TCV_2015A.STATE_DISABLED"
COMMENT,,TCV_2015A,"Tied to STATE_Index[3]: 1 = Device$'s PID is in Major Fault",,"TCV_2015A.STATE_FLTMAJOR"
COMMENT,,TCV_2015A,"Tied to STATE_Index[4]: 1 = Device fault state 02 is active, NOT currently used",,"TCV_2015A.STATE_FLT02"
COMMENT,,TCV_2015A,"Tied to STATE_Index[5]: 1 = Device fault state 03 is active, NOT currently used",,"TCV_2015A.STATE_FLT03"
COMMENT,,TCV_2015A,"Tied to STATE_Index[6]: 1 = Device fault state 04 is active, NOT currently used",,"TCV_2015A.STATE_FLT04"
COMMENT,,TCV_2015A,"Tied to STATE_Index[7]: 1 = Device fault state 05 is active, NOT currently used",,"TCV_2015A.STATE_FLT05"
COMMENT,,TCV_2015A,"Tied to STATE_Index[8]: 1 = Device fault state 06 is active, NOT currently used",,"TCV_2015A.STATE_FLT06"
COMMENT,,TCV_2015A,"Tied to STATE_Index[9]: 1 = Device fault state 07 is active, NOT currently used",,"TCV_2015A.STATE_FLT07"
COMMENT,,TCV_2015A,"Tied to STATE_Index[10]: 1 = Device is loading a new PID configuration.",,"TCV_2015A.STATE_LOADING_PIDCONFIG"
COMMENT,,TCV_2015A,"Each element defines a device state: [0] = $'denergized$', [1] = $'energized$Q, [2] = $'disabled$', [3] - [9] = $'faultState01$', thru $'faultState07. [10] = Loding PID Configuration, [11] - [15] currently undefined.",,"TCV_2015A.STATE_WORD"
COMMENT,,TCV_2015A,"$'Denergized$'",,"TCV_2015A.STATE_WORD[0]"
COMMENT,,TCV_2015A,"$'Energized$'",,"TCV_2015A.STATE_WORD[1]"
COMMENT,,TCV_2015A,"$'Disabled$'",,"TCV_2015A.STATE_WORD[2]"
COMMENT,,TCV_2015A,"$'MajorFault$'",,"TCV_2015A.STATE_WORD[3]"
COMMENT,,TCV_2015A,"$'faultState02$'",,"TCV_2015A.STATE_WORD[4]"
COMMENT,,TCV_2015A,"$'faultState03$'",,"TCV_2015A.STATE_WORD[5]"
COMMENT,,TCV_2015A,"$'faultState04$'",,"TCV_2015A.STATE_WORD[6]"
COMMENT,,TCV_2015A,"$'faultState05$'",,"TCV_2015A.STATE_WORD[7]"
COMMENT,,TCV_2015A,"$'faultState06$'",,"TCV_2015A.STATE_WORD[8]"
COMMENT,,TCV_2015A,"$'faultState07$'",,"TCV_2015A.STATE_WORD[9]"
COMMENT,,TCV_2015A,"A string which concatinates current Mode + Current State.",,"TCV_2015A.CURRENT_STATE_MODE"
COMMENT,,TCV_2015A,"=1 when in Auto, Manual, SWM, or AS Enabled",,"TCV_2015A.ENERGIZEPERM_HOLDSTATE"
COMMENT,,TCV_2015A,"CV in mA$'s (4 - 20)",,"TCV_2015A.CV_MA"
COMMENT,,TCV_2015A,"AI Valve feedback in mA$'s (4 - 20)",,"TCV_2015A.FEEDBACK_MA"
COMMENT,,TCV_2015A,"PV in mA$'s (4 - 20)",,"TCV_2015A.PV_MA"
COMMENT,,TCV_2015A,"Formula to convert raw AI to 4 - 20.  mA = (raw.PV - 3277) * 16/(raw.PV_Max - raw.PV) + 4",,"TCV_2015A.PROCESS_EXPRESSIONWORD"
COMMENT,,TCV_2015A,"Used to aggregate ALM[3], [4], & [10]",,"TCV_2015A.LOGIC_BITS01[26]"
COMMENT,,TCV_2015A,"Toggle bit for Control Type selection: 0 = AS / Manual and 1 = PID / SWM",,"TCV_2015A.LOGIC_BITS01[27]"
COMMENT,,TCV_2015A,"HMI Request to Disable (UNLatch) AS1 - 4",,"TCV_2015A.LOGIC_BITS01[29]"
COMMENT,,TCV_2015A,"If, MODE = AS_Enabled and PV = CurrentSP, This bit goes high to Denergize DO_Energize",,"TCV_2015A.LOGIC_BITS01[30]"
COMMENT,,TCV_2015A,"Device State[0] = Energized",,"TCV_2015A.STATE_INDEX[0]"
COMMENT,,TCV_2015A,"ALM[4] ONS",,"TCV_2015A.LOGIC_DINT01[15].0"
COMMENT,,TCV_2015A,"ALM[10] ONS",,"TCV_2015A.LOGIC_DINT01[15].1"
COMMENT,,TCV_2015A,"$'Condition to create this alarm still exist.  ALM[0] Will not reset$'",,"TCV_2015A.LOGIC_WORDS01[0]"
COMMENT,,TCV_2015A,"$'Condition to create this alarm still exist.  ALM[2] Will not reset$'",,"TCV_2015A.LOGIC_WORDS01[1]"
COMMENT,,TCV_2015A,"$'Condition to create this alarm still exist.  ALM[2] Will not reset$'",,"TCV_2015A.LOGIC_WORDS01[2]"
COMMENT,,TCV_2015A,"$'Condition to create this alarm still exist.  ALM[3] Will not reset$'",,"TCV_2015A.LOGIC_WORDS01[3]"
COMMENT,,TCV_2015A,"$'Condition to create this alarm still exist.  ALM[4] Will not reset$'",,"TCV_2015A.LOGIC_WORDS01[4]"
COMMENT,,TCV_2015A,"$'Condition to create this alarm still exist.  ALM[9] Will not reset$'",,"TCV_2015A.LOGIC_WORDS01[9]"
COMMENT,,TCV_2015A,"Contact maintenance valve is showing both opened and closed",,"TCV_2015A.LOGIC_WORDS01[10]"
COMMENT,,TCV_2015A,"$'Condition to create this alarm still exist.  ALM[11] Will not reset$'",,"TCV_2015A.LOGIC_WORDS01[11]"
TAG,,TCV_2015A_01,"OLD NO longer in USE","Analog_Valve","","(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_CurrentPV,"Change Alias when able to: ENET_ECP100_C_0:3:I.Ch02.Data","","ENET_ECP100_C_0:3:I.Ch02.Data","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_Current_CVfbak,"ENET_ECP100_C_0:1:I.Ch03.Data","","ENET_ECP100_C_0:1:I.Ch03.Data","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_Current_CVout,"AS4 is value limited by tag Min / Max: 0 - 1","","ENET_ECP100_C_0:6:O.Ch01.Data","(RADIX := Float, ExternalAccess := Read/Write)"
TAG,,TCV_2015A_LogicBOOL,"","BOOL[32]","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,TCV_2015A_LogicBOOL,"Device State / Mode Reset Request",,"TCV_2015A_LogicBOOL[0]"
ALIAS,,TCV_2015A_PID_CurrentBias,"Aliased to PID.BIAS","","TCV_2015A.PID.BIAS","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentDB,"Aliased to PID.DB Deadband EU can be used with PID.NOZC to hold PID.OUT while Error is crossing from negative to positive or vice versa within the PID.DB range","","TCV_2015A.PID.DB","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentKd,"Aliased to PID.KD","","TCV_2015A.PID.KD","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentKi,"Aliased to PID.KI","","TCV_2015A.PID.KI","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentKp,"Aliased to PID.KP","","TCV_2015A.PID.KP","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentMaxCV,"Aliased to PID.MAXCV = max CV value (corresponding to 100%)","","TCV_2015A.PID.MAXCV","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentMaxi,"Aliased to PID.MAXI = Max PV (unscaled input for AI) = 32383","","TCV_2015A.PID.MAXI","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentMaxo,"Aliased toPID.MAXO = Max PID.OUT limit in %","","TCV_2015A.PID.MAXO","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentMaxs,"Aliased to PID.MAXS","","TCV_2015A.PID.MAXS","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentMaxTie,"Aliased to PID.MAXTIE = max tieback value (corresponding to 100% PID.OUT) - Used when PID.MO is high","","TCV_2015A.PID.MAXTIE","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentMinCV,"Aliased to PID.MINCV= Min Aliased to PID.MAXCV = max CV value (corresponding to 0%)","","TCV_2015A.PID.MINCV","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentMini,"Aliased to PID.MINI = Min PV (unscaled input for AI) = 3277","","TCV_2015A.PID.MINI","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentMino,"Aliased to PID.MINO = Min PID.OUT limit in %","","TCV_2015A.PID.MINO","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentMins,"Aliased to PID.MINS","","TCV_2015A.PID.MINS","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentMinTie,"Aliased to PID.MinTIE = min tieback value (corresponding to 0% PID.OUT) - Used when PID.MO is high","","TCV_2015A.PID.MINTIE","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentPVDB,"Aliased to PID.PVDB = PV Alarm deadband in Scaled PV units","","TCV_2015A.PID.PVDB","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentPVH,"Aliased to PID.PVH = PV Alarm high","","TCV_2015A.PID.PVH","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentPVL,"Aliased to PID.PVL = PV Alarm low","","TCV_2015A.PID.PVL","(RADIX := Float, ExternalAccess := Read/Write)"
ALIAS,,TCV_2015A_PID_CurrentSP,"Aliased to PID.SP","","TCV_2015A.PID.SP","(RADIX := Float, ExternalAccess := Read/Write)"
TAG,,TCV_2015A_PV_OffSet,"","REAL","","(Class := Standard, RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,TCV_2015A_STATE_DINT,"","DINT","","(Class := Standard, RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,TCV_2015B,"Analog Valve UDT for TCV_2015B","Analog_Valve_UDT","","(Max.CONF_ELEMENT_REQUEST := ""16"", Min.CONF_ELEMENT_REQUEST := ""0"", Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,TCV_2015B,"Energize allows device to be controlled",,"TCV_2015B.DO_ENERGIZE"
COMMENT,,TCV_2015B,"this device",,"TCV_2015B.DEVICE_ENERGIZE_REQUEST"
COMMENT,,TCV_2015B,"1 = Device Is Open / Energized",,"TCV_2015B.OPENED"
COMMENT,,TCV_2015B,"1 = Device is Closed / DeEnergized",,"TCV_2015B.CLOSED"
COMMENT,,TCV_2015B,"TCV_2015B Valve type.  0 = NC, 1 = NO",,"TCV_2015B.CONF_NO"
COMMENT,,TCV_2015B,"Request to put TCV_2015B.PID in $'Off$' mode.",,"TCV_2015B.PID_OFF_REQUEST"
COMMENT,,TCV_2015B,"Request to put TCV_2015B.PID in $'Auto$' mode.",,"TCV_2015B.PID_AUTO_REQUEST"
COMMENT,,TCV_2015B,"Request to change TCV_2015B.PID>SP to a new Value",,"TCV_2015B.PID_SP_REQUEST"
COMMENT,,TCV_2015B,"Permissive to put TCV_2015B.PID into $'Manual$' mode.",,"TCV_2015B.MM_ENABLED"
COMMENT,,TCV_2015B,"Request to Enable device for Manual Mode",,"TCV_2015B.MM_ENABLE_REQUEST"
COMMENT,,TCV_2015B,"HMI Request to put PID in Manual Mode",,"TCV_2015B.PID_MM_REQUEST"
COMMENT,,TCV_2015B,"If TCV_2015B.PID.TIE_Value is Set, then this tag = 1",,"TCV_2015B.TIE_VALUE_SET"
COMMENT,,TCV_2015B,"Request to write to CV$'s Manual position TCV_2015B.PID.TIE",,"TCV_2015B.MM_CVPOSITION_REQUEST"
COMMENT,,TCV_2015B,"Request to write to CV$'s SWM position TCV_2015B.PID.SO",,"TCV_2015B.SWM_CVPOSITION_REQUEST"
COMMENT,,TCV_2015B,"Permissive to put TCV_2015B.PID into $'SWM$' mode.",,"TCV_2015B.SWM_ENABLED"
COMMENT,,TCV_2015B,"Request to put <deviceName>.PID into $'SWM$' mode.  <deviceName>.SWM_Enable must = 1.",,"TCV_2015B.PID_SWM_REQUEST"
COMMENT,,TCV_2015B,"If TCV_2015B.PID.SO Value is Set, then this tag = 1",,"TCV_2015B.SO_VALUE_SET"
COMMENT,,TCV_2015B,"MODE[.DEVICE_Index], .DEvice_Index is DataType INT",,"TCV_2015B.DEVICE_INDEX"
COMMENT,,TCV_2015B,"TCV_2015B",,"TCV_2015B.DEVICE_NAME"
COMMENT,,TCV_2015B,"The current PID settings the PID is running on",,"TCV_2015B.PID_CURRENT"
COMMENT,,TCV_2015B,"PID Configuration file. This is the data that loads in to the PID_Current _State UDT",,"TCV_2015B.PID_PARAM"
COMMENT,,TCV_2015B,"OSR control BIT that stays high for 1 scan cycle when rung logic is true",,"TCV_2015B.LOAD_CONF_ENABLED"
COMMENT,,TCV_2015B,"The start bit for PID config loadin",,"TCV_2015B.LOAD_CONF"
COMMENT,,TCV_2015B,"Operator request to start a PID Config loadin",,"TCV_2015B.LOAD_CONF_REQUEST"
COMMENT,,TCV_2015B,"OSR Storage BIT, statys high while load_Config = 1",,"TCV_2015B.CONF_LOADING"
COMMENT,,TCV_2015B,"If tag = 1 PID Configuration loadin was sucessful",,"TCV_2015B.LOADIN_COMPLETE"
COMMENT,,TCV_2015B,"Request from HMI to Load a new <deviceName>.PID_param using element[TCV_2015B.CONF_Element_Request.Value]",,"TCV_2015B.CONF_ELEMENT_REQUEST"
COMMENT,,TCV_2015B,"Mask for Loadin of PID.CTL DINT",,"TCV_2015B.PID_CTL_MASK"
COMMENT,,TCV_2015B,"TCV_2015B$'s PID control instruction",,"TCV_2015B.PID"
COMMENT,,TCV_2015B,"Manual SP from TCV_2015B Device Control",,"TCV_2015B.PID.TIE"
COMMENT,,TCV_2015B,"integral accumulation",,"TCV_2015B.PID.DATA[0]"
COMMENT,,TCV_2015B,"derivative smoothing temporary value",,"TCV_2015B.PID.DATA[1]"
COMMENT,,TCV_2015B,"previous .PV value",,"TCV_2015B.PID.DATA[2]"
COMMENT,,TCV_2015B,"previous .ERR value",,"TCV_2015B.PID.DATA[3]"
COMMENT,,TCV_2015B,"previous valid .SP value",,"TCV_2015B.PID.DATA[4]"
COMMENT,,TCV_2015B,"percent scaling constant",,"TCV_2015B.PID.DATA[5]"
COMMENT,,TCV_2015B,".PV scaling constant",,"TCV_2015B.PID.DATA[6]"
COMMENT,,TCV_2015B,"derivative scaling constant",,"TCV_2015B.PID.DATA[7]"
COMMENT,,TCV_2015B,"previous .KP value",,"TCV_2015B.PID.DATA[8]"
COMMENT,,TCV_2015B,"previous .KI value",,"TCV_2015B.PID.DATA[9]"
COMMENT,,TCV_2015B,"previous .KD value",,"TCV_2015B.PID.DATA[10]"
COMMENT,,TCV_2015B,"dependend gain .KP",,"TCV_2015B.PID.DATA[11]"
COMMENT,,TCV_2015B,"dependend gain .KI",,"TCV_2015B.PID.DATA[12]"
COMMENT,,TCV_2015B,"dependend gain .KD",,"TCV_2015B.PID.DATA[13]"
COMMENT,,TCV_2015B,"previous .CV value",,"TCV_2015B.PID.DATA[14]"
COMMENT,,TCV_2015B,".CV descaling constant",,"TCV_2015B.PID.DATA[15]"
COMMENT,,TCV_2015B,"tieback descaling constant",,"TCV_2015B.PID.DATA[16]"
COMMENT,,TCV_2015B,"Provides a description of PID operational data for troubleshooting PID loop performance.",,"TCV_2015B.PID_DATA_DESCRIPTIONS"
COMMENT,,TCV_2015B,"Used to convert tags of dataType: REAL to DataType: STRING",,"TCV_2015B.PID_DATA_RTOS"
COMMENT,,TCV_2015B,"$'integral accumulation: $'",,"TCV_2015B.PID_DATA_RTOS[0]"
COMMENT,,TCV_2015B,"$'derivative smoothing temporary value: $'",,"TCV_2015B.PID_DATA_RTOS[1]"
COMMENT,,TCV_2015B,"previous.PV value:",,"TCV_2015B.PID_DATA_RTOS[2]"
COMMENT,,TCV_2015B,"$'previous.ERR value: $'",,"TCV_2015B.PID_DATA_RTOS[3]"
COMMENT,,TCV_2015B,"$'previous valid.SP value: $'",,"TCV_2015B.PID_DATA_RTOS[4]"
COMMENT,,TCV_2015B,"$'percent scaling constant: $'",,"TCV_2015B.PID_DATA_RTOS[5]"
COMMENT,,TCV_2015B,"$'PV scaling constant: $'",,"TCV_2015B.PID_DATA_RTOS[6]"
COMMENT,,TCV_2015B,"$'derivative scaling constant: $'",,"TCV_2015B.PID_DATA_RTOS[7]"
COMMENT,,TCV_2015B,"$'previous.KP value: $'",,"TCV_2015B.PID_DATA_RTOS[8]"
COMMENT,,TCV_2015B,"$'previous.KI value: $'",,"TCV_2015B.PID_DATA_RTOS[9]"
COMMENT,,TCV_2015B,"$'previous.KD value: $'",,"TCV_2015B.PID_DATA_RTOS[10]"
COMMENT,,TCV_2015B,"$'dependend gain.KP: $'",,"TCV_2015B.PID_DATA_RTOS[11]"
COMMENT,,TCV_2015B,"$'dependend gain.KI: $'",,"TCV_2015B.PID_DATA_RTOS[12]"
COMMENT,,TCV_2015B,"$'dependend gain.KD: $'",,"TCV_2015B.PID_DATA_RTOS[13]"
COMMENT,,TCV_2015B,"$'previous.CV value: $'",,"TCV_2015B.PID_DATA_RTOS[14]"
COMMENT,,TCV_2015B,"$'CV descaling constant: $'",,"TCV_2015B.PID_DATA_RTOS[15]"
COMMENT,,TCV_2015B,"$'tieback descaling constant: $'",,"TCV_2015B.PID_DATA_RTOS[16]"
COMMENT,,TCV_2015B,"Concatination of PID.DATA[X] + PID.DATA[X].value, to display in HMI for PID loop tuning and troubleshooting",,"TCV_2015B.PID_DATA_REVIEW"
COMMENT,,TCV_2015B,"Operator request to disable PID",,"TCV_2015B.PID_DISABLE_RQST"
COMMENT,,TCV_2015B,"Used as destination tag for CPT instruction to manipulate TMR.PRE or TMR.ACC for subtimer logic",,"TCV_2015B.TMR_EXPRESSION"
COMMENT,,TCV_2015B,"Used in Device PID Config Loadin Logic",,"TCV_2015B.TMR_EXPRESSION[0]"
COMMENT,,TCV_2015B,"Array of timers for device State logic",,"TCV_2015B.PID_CONF_STATE_TIMER"
COMMENT,,TCV_2015B,"Array of Configuration Loadin timers to be used in device configuration loadin logic",,"TCV_2015B.PID_CONF_LOAD_TIMER"
COMMENT,,TCV_2015B,"The .PRE on this Timer must stay above 1800 ms to ensure Rung 0 scans",,"TCV_2015B.PID_CONF_LOAD_TIMER[0]"
COMMENT,,TCV_2015B,"Array of Alam Timer to be used in device alarm logic",,"TCV_2015B.TMR_ALM"
COMMENT,,TCV_2015B,"ALM Deadband Delay",,"TCV_2015B.TMR_ALM[0].DN"
COMMENT,,TCV_2015B,"Used manipulate TIMER variables for logic.",,"TCV_2015B.TMR_ALMEPRESSION"
COMMENT,,TCV_2015B,"Hold the Expression formula for a CPT instruction",,"TCV_2015B.TMR_EXPRESSIONWORD"
COMMENT,,TCV_2015B,"Array of ALM SP$'s for Alarm logic",,"TCV_2015B.ALM_SP"
COMMENT,,TCV_2015B,"CV Upper Limit Alarm",,"TCV_2015B.ALM_SP[0]"
COMMENT,,TCV_2015B,"CV Lower Limit Alarm",,"TCV_2015B.ALM_SP[1]"
COMMENT,,TCV_2015B,"PV Lower Limit Alarm",,"TCV_2015B.ALM_SP[2]"
COMMENT,,TCV_2015B,"PV Upper Limit Alarm",,"TCV_2015B.ALM_SP[3]"
COMMENT,,TCV_2015B,"High PV ALM CPT DEST Tags: TCV_2015B.PID.MAXS * TCV_2015B.ALM_SP[5]$N.MAXS is scaled High PV = 250. ALM_SP[5] = 1.25.  High PV is 80% of 250 = 200 F ALM_SP[5] can be changed to increase or decrease Max PV",,"TCV_2015B.ALM_SP[4]"
COMMENT,,TCV_2015B,"Weighting for .ALM_SP[4] CPT Expression",,"TCV_2015B.ALM_SP[5]"
COMMENT,,TCV_2015B,"Array of Strings to provide a description of the alarm bits",,"TCV_2015B.ALM_WORD"
COMMENT,,TCV_2015B,"Array of ALM bits",,"TCV_2015B.ALM"
COMMENT,,TCV_2015B,"CV feedback out of Range ALM - *AI Needs Adjusted",,"TCV_2015B.ALM[0]"
COMMENT,,TCV_2015B,"PV < PID.MINS Low PV ALM",,"TCV_2015B.ALM[1]"
COMMENT,,TCV_2015B,"PV > PID.MAXS High PV ALM",,"TCV_2015B.ALM[2]"
COMMENT,,TCV_2015B,"Valve failed to Open",,"TCV_2015B.ALM[3]"
COMMENT,,TCV_2015B,"Valve failed to close",,"TCV_2015B.ALM[4]"
COMMENT,,TCV_2015B,"Manual Mode is not Enabled. TCV_2015B.MM_Enabled = 0",,"TCV_2015B.ALM[5]"
COMMENT,,TCV_2015B,"PID is Disabled. TCV_2015B.MODE_Disabled = 1",,"TCV_2015B.ALM[6]"
COMMENT,,TCV_2015B,"SWM Mode is not Enabled. TCV_2015B.SWM_Enabled = 0",,"TCV_2015B.ALM[7]"
COMMENT,,TCV_2015B,"AS Enable Mode is not Enabled. <deviceName>.AS_Mode_Enabled = 0",,"TCV_2015B.ALM[8]"
COMMENT,,TCV_2015B,"Max Allowed PV temp. exceeded. CurrentPV_Scaled > PID.MA",,"TCV_2015B.ALM[9]"
COMMENT,,TCV_2015B,"IO Conflict DI$'s for valve Open & Close both = 1",,"TCV_2015B.ALM[10]"
COMMENT,,TCV_2015B,"Cooker is Calling for Heat Hold but Drain or Vent valve did not open.",,"TCV_2015B.ALM[11]"
COMMENT,,TCV_2015B,"<deviceName> is Disabled",,"TCV_2015B.ALM[31]"
COMMENT,,TCV_2015B,"Array of ALM acknowledge bits",,"TCV_2015B.ALM_ACK"
COMMENT,,TCV_2015B,"CV Out of Range ALM Reset",,"TCV_2015B.ALM_ACK[0]"
COMMENT,,TCV_2015B,"All TCV_2015B Alarm(s) Reset",,"TCV_2015B.ALM_ACK[31]"
COMMENT,,TCV_2015B,"Close Rate Timer",,"TCV_2015B.TMR_OFF"
COMMENT,,TCV_2015B,"Open Rate Timer",,"TCV_2015B.TMR_ON"
